bic_nombre,bic_categoria,bic_entorno,municipio_nombre,bic_descripcion,boletin1_nombre,boletin1_url,boletin2_nombre,boletin2_url
COMPLEJO DE CHINGUARO,SITIO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Sitio Histórico del “Complejo de Chinguaro”, en el municipio de Güímar, declarado por Decreto 79/1999, de 6 de mayo, del Gobierno de Canarias, publicado en el BOC nº 77 de 14 de junio de 1999.",BOC nº 77 de 14 de junio de 1999,https://www.gobiernodecanarias.org/boc/1999/077/011.html,,
LADERA  DE  MARTIÁNEZ,ZONA ARQUEOLÓGICA,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Zona Arqueológica de las “Laderas de Martiánez”, en el municipio del Puerto de la Cruz, declarado por Decreto 412/2007, de 11 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 255 de 24 de diciembre de 2007.",BOC nº 255 de 24 de diciembre de 2007,http://www.gobiernodecanarias.org/boc/2007/255/002.html,,
EL REALEJO ALTO,CONJUNTO HISTÓRICO,falso,REALEJOS (LOS),"Bien de Interés Cultural con categoría de Conjunto Histórico del “Realejo Alto”, en el municipio de Los Realejos, declarado por Decreto 46/2014, de 22 de mayo, del Gobierno de Canarias, publicado en el BOC nº 105 de 3 de junio de 2014. No cuenta con Plan Especial de Protección.",BOC nº 105 de 3 de junio de 2014,http://www.gobiernodecanarias.org/boc/2014/105/005.html,,
JARDÍN DE ACLIMATACIÓN DE LA OROTAVA (JARDIN BOTÁNICO),JARDÍN HISTÓRICO,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Jardín Histórico del “Jardín de Aclimatación de La Orotava”, en el municipio del Puerto de la Cruz, declarado por Decreto 161/1994, de 29 de julio, del Gobierno de Canarias, publicado en el BOC nº 104 de 24 de agosto de 1994.",BOC nº 104 de 24 de agosto de 1994,http://www.gobiernodecanarias.org/boc/1994/104/013.html,,
LLANO DE LA VIRGEN,SITIO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Sitio Histórico del “Llano de la Virgen”, en el municipio de Güímar, declarado por Decreto 50/2009, de 5 de mayo, del Gobierno de Canarias, publicado en el BOC nº 91 de 14 de mayo de 2009.",BOC nº 91 de 14 de mayo de 2009,http://www.gobiernodecanarias.org/boc/2009/091/007.html,,
PLAYA DEL BUNKER - EL GUINCHO,ZONA PALEONTOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Paleontológica de la “Playa del Bunker-el Guincho”, en el municipio de Arona, declarado por Decreto 372/2007, de 16 de octubre, del Gobierno de Canarias, publicado en el BOC nº 217 de 29 de octubre de 2007.",BOC nº 217 de 29 de octubre de 2007,http://www.gobiernodecanarias.org/boc/2007/217/003.html,,
VILLA DE SAN JUAN DE LA RAMBLA,CONJUNTO HISTÓRICO,falso,SAN JUAN DE LA RAMBLA,"Bien de Interés Cultural con categoría de Conjunto Histórico de la “Villa de San Juan de la Rambla”, en el municipio homónimo, declarado por Acuerdo de Gobierno de Canarias de 28 de noviembre de 1990, publicado en el BOC nº 92 de 16 de julio de 1993. No cuenta con Plan Especial de Protección.",BOC nº 92 de 16 de julio de 1993,http://www.gobiernodecanarias.org/boc/1993/092/012.html,,
IGLESIA Y CEMENTERIO DE SAN JUAN BAUTISTA,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento de la “Iglesia y Cementerio de San Juan Bautista”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 69/2000, de 8 de mayo, del Gobierno de Canarias, publicado en el BOC nº 68 de 2 de junio de 2000.",BOC nº 68 de 2 de junio de 2000,http://www.gobiernodecanarias.org/boc/2000/068/004.html,,
ROQUE DE MALPASO,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de Malpaso”, en el municipio de Arona, con entorno de protección declarado por Decreto 84/2003, de 12 de mayo, publicado en el BOC Nº 102 de 29 de mayo de 2003.",BOC Nº 102 de 29 de Mayo de 2003,http://www.gobiernodecanarias.org/boc/2003/102/009.html,,
ANTIGUO CONVENTO DE SANTO DOMINGO,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Antiguo Convento de Santo Domingo”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 206/2008, de 7 de octubre, del Gobierno de Canarias, publicado en el BOC nº 209 de 17 de octubre de 2008.",BOC nº 209 de 17 de octubre de 2008,http://www.gobiernodecanarias.org/boc/2008/209/008.html,,
CASA FUERTE,MONUMENTO,verdadero,ADEJE,"Bien de Interés Cultural con categoría de Monumento de la “Casa Fuerte de Adeje”, en el municipio homónimo, declarado por Decreto 30/1986, de 7 de febrero, del Gobierno de Canarias, publicado en el BOC nº 28 de 7 de marzo de 1986, y modificación de la categoría y delimitación del entorno de protección por Decreto 424/2007, de 26 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 3 de 4 de enero de 2008.",BOC nº 28 de 7 de marzo de 1986,http://www.gobiernodecanarias.org/boc/1986/028/006.html,BOC nº 3 de 4 de enero de 2008,http://www.gobiernodecanarias.org/boc/2008/003/004.html
CEMENTERIO DE SAN RAFAEL Y SAN ROQUE,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del “Cementerio de San Rafael y San Roque”, en el municipio de Santa Cruz, declarado por Decreto 99/2006, de 11 de julio, del Gobierno de Canarias, publicado en el BOC nº 144 de 26 de julio de 2006.",BOC nº 144 de 26 de julio de 2006,http://www.gobiernodecanarias.org/boc/2006/144/003.html,,
CASA DEL PATIO,MONUMENTO,verdadero,SANTIAGO DEL TEIDE,"Bien de Interés Cultural con categoría de Monumento de la “Casa del Patio”, en el municipio de Santiago del Teide, declarado por Decreto 59/2014, de 29 de mayo, del Gobierno de Canarias, publicado en el BOC nº 109 de 9 de junio de 2014.
25. SILOS
",BOC nº 109 de 9 de junio de 2014,http://www.gobiernodecanarias.org/boc/2014/109/004.html,,
ANTIGUO CONVENTO  AGUSTINO DEL ESPIRITU SANTO,MONUMENTO,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Antiguo Convento Agustino del Espíritu Santo”, en el municipio de San Cristóbal de La Laguna, declarado por Real Decreto de 28 de julio de 1983, publicado en el BOE nº 243 de 11 de octubre de 1983.",BOE nº 243 de 11 de octubre de 1983,http://www.boe.es/boe/dias/1983/10/11/pdfs/A27631-27631.pdf,,
CUEVA DE LOS GUANCHES,ZONA ARQUEOLÓGICA,falso,ICOD DE LOS VINOS,"Bien de Interés Cultural con categoría de Zona Arqueológica de la “Cueva de los Guanches”, en el municipio de Icod de los Vinos, declarado por Decreto 125/2005, de 14 de junio, del Gobierno de Canarias, publicado en el BOC nº 124 de 27 de junio de 2005.",BOC nº 124 de 27 de junio de 2005,https://www.gobiernodecanarias.org/boc/2005/124/010.html,,
CONVENTO DE SANTA CATALINA DE SIENA,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Convento de Santa Catalina de Siena”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 96/2013, de 20 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 193 de 7 de octubre de 2013.",BOC nº 193 de 7 de octubre de 2013,http://www.gobiernodecanarias.org/boc/2013/193/index.html,,
MONASTERIO DE SANTA CLARA,MONUMENTO,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Monasterio de Santa Clara”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto de 27 de enero de 1978, publicado en el BOE nº 53 de de 3 de marzo de 1978. Incoación de la modificación de la categoría y delimitación del entorno de protección por Resolución de 2 de octubre de 2013 del Consejero Delegado de Cultura y Patrimonio Histórico, publicado en el BOC nº 203 de 21 de octubre de 2013. CADUCADO el expediente de delimitación, modificación y vinculación de bienes muebles por Orden de 11 de marzo de 2020 publicada en el BOC nº 60 de 26 de marzo de 2020.",BOE nº 53 de de 3 de marzo de 1978,http://www.boe.es/boe/dias/1978/03/03/pdfs/A05200-05200.pdf,,
CEMENTERIO DE LA OROTAVA,MONUMENTO,verdadero,OROTAVA (LA),"Bien de Interés Cultural con categoría de Monumento del “Cementerio de La Orotava”, en el municipio homónimo, declarado por Decreto 163/2005, de 28 de junio, del Gobierno de Canarias, publicado en el BOC nº 133 de 8 de julio de 2005.",BOC nº 133 de 8 de julio de 2005,http://www.gobiernodecanarias.org/boc/2005/133/007.html,,
ANTIGUO HOSPITAL CIVIL,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del “Antiguo Hospital Civil”, en el municipio de Santa Cruz, declarado por Orden de 2 de diciembre de 1983 del Ministerio de Cultura, publicado en el BOE Nº 11 de 13 de enero de 1984 y delimitación del entorno de protección por Decreto 118/2008, de 27 de mayo, del Gobierno de Canarias, publicado en el BOC nº 112 de 6 de junio de 2008.",BOE Nº 11 de 13 de enero de 1984,http://www.boe.es/boe/dias/1984/01/13/pdfs/A00944-00944.pdf,BOC nº 112 de 6 de junio de 2008,http://www.gobiernodecanarias.org/boc/2008/112/014.html
ANTIGUO CONVENTO FRANCISCANO DE Nª  SRA. DE LOS ÁNGELES,MONUMENTO,verdadero,GARACHICO,"Bien de Interés Cultural con categoría de Monumento del “Antiguo Convento Franciscano de Ntra. Sra. de los Ángeles”, en el municipio de Garachico, declarado por Decreto 81/2014 de 10 de julio, del Gobierno de Canarias, publicado en el BOC nº 138 de 18 de julio de 2014.",BOC nº 138 de 18 de julio de 2014,http://www.gobiernodecanarias.org/boc/2014/138/004.html,,
CASERÍO SOBRE LA FUENTE,SITIO ETNOLÓGICO,verdadero,GRANADILLA DE ABONA,"Bien de Interés Cultural con categoría de Sitio Etnológico del “Caserío sobre La Fuente”, en el municipio de Granadilla, declarado por Decreto 63/2015, de 23 de abril, del Gobierno de Canarias, publicado en el BOC nº 84 de 5 de mayo de 2015.",BOC nº 84 de 5 de mayo de 2015,https://www.gobiernodecanarias.org/boc/2015/084/002.html,,
BARRIO DE LOS QUEVEDOS,SITIO HISTÓRICO,falso,SAN JUAN DE LA RAMBLA,"Bien de Interés Cultural con categoría de Sitio Histórico del “Barrio de los Quevedos”, en el municipio de San Juan de la Rambla, declarado por Decreto 84/2008, de 29 de abril, del Gobierno de Canarias, publicado en el BOC nº 93 de 9 de mayo de 2008.",BOC nº 93 de 9 de mayo de 2008,http://www.gobiernodecanarias.org/boc/2008/093/006.html,,
MONASTERIO DE LA INMACULADA CONCEPCIÓN,MONUMENTO,verdadero,GARACHICO,"Bien de Interés Cultural con categoría de Monumento del “Monasterio de la Inmaculada Concepción”, en el municipio de Garachico, declarado por Decreto 63/2014 de 5 de junio, del Gobierno de Canarias, publicado en el BOC nº 115 de 17 de junio de 2014.",BOC nº 115 de 17 de junio de 2014,http://www.gobiernodecanarias.org/boc/2014/115/007.html,,
SANTUARIO DE LA VIRGEN DE CANDELARIA Y CONVENTO,MONUMENTO,verdadero,CANDELARIA,"Bien de Interés Cultural con categoría de Monumento del “Santuario de la Virgen de Candelaria y Convento”, en el municipio homónimo, declarado por Decreto 62/2005, de 19 de abril, del Gobierno de Canarias, publicado en el BOC nº 82 de 27 de abril de 2005.",BOC nº 82 de 27 de abril de 2005,http://www.gobiernodecanarias.org/boc/2005/082/004.html,,
HIJUELA DEL BOTÁNICO (JARDÍN DE ACLIMATACIÓN DE LA OROTAVA),JARDÍN HISTÓRICO,verdadero,OROTAVA (LA),"Bien de Interés Cultural con categoría de Jardín Histórico de la “Hijuela del Botánico”, en el municipio de La Orotava, declarado por Decreto 226/2008, de 25 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 244 de 5 de diciembre de 2008",BOC nº 244 de 5 de diciembre de 2008,http://www.gobiernodecanarias.org/boc/2008/244/009.html,,
ANTIGUO COLEGIO DE LA ASUNCIÓN,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del “Antiguo Colegio de la Asunción”, en el municipio de Santa Cruz, declarado por Decreto 50/1986, de 14 de marzo, del Gobierno de Canarias, publicado en el BOC nº 38 de 2 de abril de 1986, y delimitación del entorno de protección por Decreto 171/2008, de 22 de julio, publicado en el BOC nº 154 de 1 de agosto de 2008.",BOC nº 38 de 2 de abril de 1986,http://www.gobiernodecanarias.org/boc/1986/038/006.html,BOC nº154 de 1 de agosto de 2008,http://www.gobiernodecanarias.org/boc/2008/154/010.html
ANTIGUO CONVENTO FRANCISCANO DEL ESPIRITU SANTO,MONUMENTO,verdadero,ICOD DE LOS VINOS,"Bien de Interés Cultural con categoría de Monumento del “Antiguo Convento Franciscano del Espíritu Santo”, en el municipio de Icod de los Vinos, declarado por Decreto 30/1986, de 7 de febrero, del Gobierno de Canarias, publicado en el BOC nº 28 de 7 de marzo de 1986, y modificación de la denominación y categoría, delimitación del entorno de protección y vinculación de los bienes muebles por Decreto 231/2017, de 20 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 229 de 28 de noviembre de 2017.",BOC nº 28 de 7 de marzo de 1986,http://www.gobiernodecanarias.org/boc/1986/028/006.html,BOC nº 229 de 28 de noviembre de 2017,http://www.gobiernodecanarias.org/boc/2017/229/011.html
IGLESIA CATEDRAL DE SAN CRISTOBAL DE LA LAGUNA,MONUMENTO,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento Histórico Artístico de carácter nacional de la “Iglesia Catedral de San Cristóbal de La Laguna”, por Real Decreto 2912/1983, de 5 de octubre, publicado en el BOE nº 281 de 24 de noviembre de 1983. Desafectación parcial por Decreto 122/2006, publicado en el BOC nº 136 de 14 de julio de 2006.",BOE nº 281 de 24 de noviembre de 1983,http://www.boe.es/boe/dias/1983/11/24/pdfs/A31830-31830.pdf,BOC nº 136 de 14 de julio de 2006,http://www.gobiernodecanarias.org/boc/2006/136/029.html
HACIENDA DE LA QUINTA ROJA,MONUMENTO,verdadero,GARACHICO,"Bien de Interés Cultural con categoría de Monumento de la “Hacienda de La Quinta Roja”, en el municipio de Garachico, declarado por Decreto 73/2014, de 26 de junio, del Gobierno de Canarias, publicado en el BOC nº 128 de 4 de julio de 2014.",BOC nº 128 de 4 de julio de 2014,http://www.gobiernodecanarias.org/boc/2014/128/008.html,,
ARIPE,ZONA ARQUEOLÓGICA,verdadero,GUIA DE ISORA,"Bien de Interés Cultural con categoría de Zona Arqueológica de “Aripe”, en el municipio homónimo, declarada su delimitación por Decreto 105/2014, de 6 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 222 de 14 de noviembre de 2014.",BOC nº 222 de 14 de noviembre de 2014,http://www.gobiernodecanarias.org/boc/2014/222/003.html,,
EX-CONVENTO DE SAN AGUSTÍN,MONUMENTO,verdadero,TACORONTE,"Bien de Interés Cultural con categoría de Monumento del “Exconvento de San Agustín”, en el municipio de Tacoronte, declarado por Decreto 61/2006, de 16 de mayo, publicado en el BOC nº 102 de 26 de mayo de 2006.",BOC nº 102 de 26 de mayo de 2006,http://www.gobiernodecanarias.org/boc/2006/102/017.html,,
IGLESIA NUESTRA SEÑORA DE LA CONCEPCIÓN,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento de la “Iglesia de la Concepción”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 423/1948, de 25 de junio, publicado en el BOE nº 189 de 7 de julio de 1948. Modificación de la categoría, vinculación de los bienes muebles y delimitación del entorno de protección por Decreto 69/2015, de 30 de abril, publicado en el BOC nº 93 de 18 de mayo de 2015.", BOE nº 189 de 7 de julio de 1948,https://www.boe.es/diario_gazeta/comun/pdf.php?p=1948/07/07/pdfs/BOE-1948-189.pdf,BOC nº 93 de 18 de mayo de 2015,http://www.gobiernodecanarias.org/boc/2015/093/index.html
IGLESIA DE NUESTRA SEÑORA DE LA CONCEPCIÓN,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento de la “Iglesia de Nuestra Señora de la Concepción”, en el municipio de Santa Cruz, declarado por el Ministerio de Cultura por Real Decreto 2653, de 28 de julio de 1983, publicado en el BOE nº 243 de 11 de octubre de 1983, y delimitación del entorno de protección por Decreto 243/2008, de 23 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 5 de 9 de diciembre de 2009.",BOE nº 243 de 11 de octubre de 1983,http://www.boe.es/boe/dias/1983/10/11/pdfs/A27630-27631.pdf,,
PALACIO DE NAVA,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Palacio de Nava”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 174/2000, de 6 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 133 de 6 de octubre de 2000.",BOC nº 133 de 6 de octubre de 2000,http://www.gobiernodecanarias.org/boc/2000/133/009.html,,
CAMINO DEL CIPRÉS,SITIO HISTÓRICO,verdadero,OROTAVA (LA),"Bien de Interés Cultural con categoría de Sitio Histórico del “Camino del Ciprés”, en el municipio de La Orotava, declarado por Decreto 195/2008, de 16 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 193 de 25 de septiembre de 2008, y modificación de la delimitación por Decreto 24/2005, de 12 de marzo, del Gobierno de Canarias, publicado en el BOC nº 55 de 20 de marzo de 2015.",BOC nº 193 de 25 de septiembre de 2008,http://www.gobiernodecanarias.org/boc/2008/193/008.html,BOC nº 55 de 20 de marzo de 2015,http://www.gobiernodecanarias.org/boc/2015/055/index.html
ESPACIO CULTURAL EL TANQUE,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del “Espacio Cultural de El Tanque”, en el municipio de Santa Cruz, declarado por Decreto 32/2014, de 30 de abril, del Gobierno de Canarias, publicado en el BOC nº 89 de 9 de mayo de 2014.",BOC nº 89 de 9 de mayo de 2014,http://www.gobiernodecanarias.org/boc/2014/089/003.html,,
IGLESIA DEL CONVENTO DE SANTO DOMINGO,MONUMENTO,verdadero,GÜIMAR,"Bien de Interés Cultural con categoría de Monumento de la “Iglesia del Convento de Santo Domingo”, en el municipio de Güímar, declarado por Decreto 157/2008, de 15 de julio, del Gobierno de Canarias, publicado en el BOC nº 151 de 29 de julio de 2008.", BOC nº 151 de 29 de julio de 2008,http://www.gobiernodecanarias.org/boc/2008/151/007.html,,
AYUNTAMIENTO DE SANTA CRUZ,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del “Ayuntamiento de Santa Cruz”, en el municipio homónimo, declarado por Decreto 30/1986, de 7 de febrero, del Gobierno de Canarias, publicado en el BOC nº 28 de 7 de marzo de 1986, y delimitación del entorno de protección por Decreto 117/2008, de 27 de mayo, del Gobierno de Canarias, publicado en el BOC nº 112 de 6 de junio de 2008.",BOC nº 28 de 7 de marzo de 1986,http://www.gobiernodecanarias.org/boc/1986/028/006.html,BOC nº 112 de 6 de junio de 2008,http://www.gobiernodecanarias.org/boc/2008/112/013.html
LAS RAÍCES,CONJUNTO HISTÓRICO,falso,ROSARIO (EL),"Bien de Interés Cultural con categoría de Conjunto Histórico de “Las Raíces”, en el municipio de El Rosario, declarado por Decreto 4395/1964, de 23 de diciembre, del Ministerio de Educación Nacional, publicado en el BOE nº 17 de 20 de enero de 1965. ",BOE nº 17 de 20 de enero de 1965,http://www.boe.es/boe/dias/1965/01/20/pdfs/A01115-01115.pdf,,
ANTIGUO  MERCADO,MONUMENTO,falso,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del ""Antiguo Mercado"", en el municipio de Santa Cruz, declarado por Real Decreto 1464/1983, de 16 de marzo, publicado en el BOE Nº 134 de 6 de junio de 1983 y delimitación del entorno de protección por Decreto 236/2008, de 9 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 255 de 22 de diciembre de 2008.",BOE Nº 134 de 6 de junio de 1983,http://www.boe.es/boe/dias/1983/06/06/pdfs/A15691-15691.pdf,BOC nº 255 de 22 de diciembre de 2008,http://www.gobiernodecanarias.org/boc/2008/255/010.html
ESCUELA DE ARTES APLICADAS Y OFICIOS ARTISTICOS.,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento de la “Escuela de Artes Aplicadas y Oficios”, en el municipio homónimo, declarado por Decreto 30/1986, de 7 de febrero, del Gobierno de Canarias, publicado en el BOC nº 146 de 22 de julio de 2008, y delimitación del entorno de protección por Decreto 154/2008, de 7 de julio, del Gobierno de Canarias, publicado en el BOC nº 146 de 22 de julio de 2008.",BOC nº 146 de 22 de julio de 2008,http://www.gobiernodecanarias.org/boc/2008/146/001.html,,
"IGLESIA DEL CARMEN, PLAZA DE SAN AGUSTÍN Y SU ENTORNO",MONUMENTO,verdadero,REALEJOS (LOS),"Bien de Interés Cultural con categoría de Monumento de la “Iglesia del Carmen y Plaza de San Agustín”, en el municipio de Los Realejos, declarado por Decreto 90/2008, de 6 de mayo, del Gobierno de Canarias, publicado en el BOC nº 97 de 15 de mayo de 2008. ", BOC nº 97 de 15 de mayo de 2008,http://www.gobiernodecanarias.org/boc/2008/097/005.html,,
PALACIO INSULAR,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento del ""Palacio Insular”, en el municipio de Santa Cruz, declarado por Decreto 195/2017, de 4 de agosto, del Gobierno de Canarias, publicado en el BOC nº 156 de 14 de agosto de 2017.",BOC nº 156 de 14 de agosto de 2017,http://www.gobiernodecanarias.org/boc/2017/156/010.html,,
LA FINANCIERA,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento de “La Financiera”, en el municipio de Santa Cruz, declarado por Decreto 194/2008, de 16 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 193 de 25 de septiembre de 2008.",BOC nº 193 de 25 de septiembre de 2008,http://www.gobiernodecanarias.org/boc/2008/193/007.html,,
ACUEDUCTO DE LOS MOLINOS,SITIO ETNOLÓGICO,verdadero,OROTAVA (LA),"Bien de Interés Cultural con categoría de Sitio Etnológico del “Acueducto de los Molinos”, en el municipio de La Orotava, declarado por Decreto 92/2006, de 4 de julio, del Gobierno de Canarias, publicado en el BOC nº 135 de 13 de julio de 2006.",BOC nº 135 de 13 de julio de 2006,http://www.gobiernodecanarias.org/boc/2006/135/007.html,,
HOSPITAL  E IGLESIA DE NUESTRA SEÑORA DE LOS  DOLORES,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento del “Hospital e Iglesia de Nuestra Señora de los Dolores”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 135/2008, de 17 de junio, del Gobierno de Canarias, publicado en el BOC nº 127 de 26 de junio de 2008.",BOC nº 127 de 26 de junio de 2008,http://www.gobiernodecanarias.org/boc/2008/127/008.html,,
CASA DE LOS CAPITANES GENERALES,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento de la “Casa de los Capitanes Generales”, en el municipio de San Cristóbal de La Laguna, declarado por Orden de 11 de noviembre de 1981 del Ministerio de Cultura, publicado en el BOE nº 290 de 4 de diciembre de 1981.",BOE nº 290 de 4 de diciembre de 1981,http://www.boe.es/boe/dias/1981/12/04/pdfs/A28535-28536.pdf,,
IGLESIA PARROQUIAL DE SAN FRANCISCO,MONUMENTO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Monumento de la “Iglesia Parroquial de San Francisco”, en el municipio de Santa Cruz, declarado por Decreto 30/1986, de 7 de febrero, del Gobierno de Canarias, publicado en el BOC nº 28 de 7 de marzo de 1986, y delimitación del entorno de protección por Decreto 242/2008, de 23 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 2 de 5 de enero de 2009.",BOC nº 28 de 7 de marzo de 1986,http://www.gobiernodecanarias.org/boc/1986/028/006.html, BOC nº 2 de 5 de enero de 2009,http://www.gobiernodecanarias.org/boc/2009/002/005.html
